;Drug Id;Drug Name;Generic Name;Brand Name;Company Name;Therapy Area;Indication;Development Stage;Drug Geography;Alias Name;Route of Administration;Target;Mechanism of Action;Molecule Type;ATC Classification;Immunotherapy;Line of Therapy;Chemical Name;Chemical Formula;CAS Number;Drug Description;Mechanism of Action Description;R&D Progress;Highest Development Stage;Drug Type;Last Development Stage;Inactive/Discontinued Date;Reason for Discontinuation;Drug Descriptor;Application Type;Rare Disease
;8397;tanespimycin;tanespimycin;;NantBioScience Inc;Oncology; Solid Tumor;Inactive; United States;ABI010,ABI 010,Nab-17AAG,Nab17AAG,Nab 17AAG,ABI-010,NTB-010,NTB 010,NTB010,tanespimycin albumin-bound,;Intravenous;Heat Shock Protein 90 (HSP90);Heat Shock Protein 90 (HSP90) Inhibitor;Small Molecule;L01XX Other antineoplastic agents;;;[(3R,5S,6R,7S,8E,10S,11S,12Z,14E)-6-hydroxy-5,11-dimethoxy-3,7,9,15-tetramethyl-16,20,22-trioxo-21-(prop-2-enylamino)-17-azabicyclo[16.3.1]docosa-1(21),8,12,14,18-pentaen-10-yl] carbamate;C31H43N3O8 ;75747-14-7;Tanespimycin (NTB-010, ABI-010, geldanomycin analogue) was under development for the treatment of solid tumors (non-hematologic malignancy). It is administered intravenously. The drug candidate is nanoparticulate, solvent-free, albumin-bound form of 17-AAG. The drug candidate targets heat shock protein 90 (Hsp90). The drug candidate is based on nab (nanoparticle albumin bound) technology.    ;Tanespimycin (ABI-010) acts by inhibiting Hsp90 (heat shock protein 90). Hsp90 undergoes an ATPase associated functional cycle. This induces conformational changes in the client proteins thereby activating them and providing structural and functional stability to them. Inhibition of Hsp90 interferes with its chaperone function resulting in targeting of client proteins to the proteasome and subsequent degradation of these proteins. Client proteins can alternatively instead accumulate in a misfolded, inactive form in detergent-insoluble subcellular complexes. The drug candidate might displace the nucleotide (ATP or ADP) from the amino terminal pocket in Hsp90 thereby short-circuit the Hsp90 chaperone machine.;" Abraxis BioScience, wholly-owned subsidiary of Celgene Corporation initiated Phase I clinical trial of ABI-010 and ABI-007 in patients with advanced non-hematologic malignancies for the treatment of solid tumors in April 2012. This study was withdrawn prior to enrollment. The purpose of this trial was to determine MTD and DLT of ABI-010 given weekly every three weeks followed by one week of rest (Cycle 1), to determine MLD and DLT in combination with ABI-007; to characterize the toxicity of ABI-010 alone and in combination with ABI-007.; In Oct, 2010, Celgene Corporation completed its acquisition of Abraxis BioScience, Inc.; NantBioScience, announced that Celgene will license NTB-010 albumin-bound formulation of the geldanomycin analogue, 17-AAG, a potent HSP90 inhibitor, to NantBioScience. As part of the collaboration, Celgene will receive an option to license a certain number of product candidates developed by NantBioScience, including the nab product candidate to be licensed to NantBioScience.; NantBioScience, subsidiary of NantWorks, LLC was engaged in the development of tanespimycin (NTB-010, ABI-010, nab17-AAG) for the treatment of solid tumors (non-hematologic malignancy). As of July 2011, the drug candidate was in preclinical stage of development.In January 2014, Celgene licensed the drug candidate to NantBioScience. In 2011, Celgene planned to conduct Phase I trial, but it was withdrawn prior to enrollment. The company reported that Phase I clinical trial for the drug candidate is planned for initiation in 2015.; The IND for nab-17AAG and the clinical development plan was approved by the FDA in May 2008. ABI-010 was developed on Abraxis’ proprietary nanoparticle albumin-bound or nab technology by Abraxis BioScience.";Inactive;Innovator;Preclinical;15-Jul-2011;;Targeted Therapy;;
;283379;temsirolimus;temsirolimus;;Samyang Biopharmaceuticals Corp;Oncology; Oncology;Inactive; Global;B6061,B 6061,B-6061,;Parenteral;Serine/Threonine Protein Kinase mTOR (FK506 Binding Protein 12 Rapamycin Complex Associated Protein 1 or FKBP12 Rapamycin Complex Associated Protein or Mammalian Target Of Rapamycin or Mechanistic Target Of Rapamycin or Rapamycin And FKBP12 Target 1 or Rapamycin Target Protein 1 or MTOR or EC 2.7.11.1);Serine/Threonine Protein Kinase mTOR (FK506 Binding Protein 12 Rapamycin Complex Associated Protein 1 or FKBP12 Rapamycin Complex Associated Protein or Mammalian Target Of Rapamycin or Mechanistic Target Of Rapamycin or Rapamycin And FKBP12 Target 1 or Rapamycin Target Protein 1 or MTOR or EC 2.7.11.1) Inhibitor;Small Molecule;L01XE Protein kinase inhibitors;;;Rapamycin, 42-(3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate);C56H87NO16;162635-04-3;Temsirolimus (B-6061) was under development for the treatment of cancer. The drug candidate was administered through parenteral route. The drug candidate act by targeting mTOR (mammalian target of rapamycin). It was developed based on polymeric micelle (PM) technology.;Temsirolimus (B-6061) acts by inhibiting mTOR (mammalian target of rapamycin). Temsirolimus binds to an intracellular protein (FKBP-12) and the protein-drug complex inhibits the activity of mTOR that controls cell division. ;" In May 2011, the company filed a WIPO patent application (WO2001085216A1) titled “Method for the preparation of polymeric micelle via phase separation of block copolymer”. The patent covers a method for preparing a biodegradable polymeric micellar composition using liquid polyethylene glycol as a phase separation medium comprising mixing an effective amount of a hydrophobic drug.The company also filed an European patent application (EP1280557), Canadian patent application (CA2408548A1), US patent applications (US7550157, US20030180363) and also patents in other countries. In December 2004, the company filed another WIPO patent application (WO2005054333) titled “Biodegradable branched polylactide derivatives capable of forming polymeric micelles, and their preparation method and use”.The company also filed other European patent applications (EP1633797A1, EP1633797B1), US patent applications (US8021652, US20070003625) and in other countries also. The company also reported that its biomedicine research center possessed a hefty 342 registered patents, 299 of which were overseas patents. Of these, 48 key patents were used in manufacturing products and generating sales. Based on these diverse patents, the center would make all-out efforts to utilize drug delivery system (DDS) and to develop improved drugs.; Samyang Biopharmaceuticals Corporation was developing temsirolimus (B-6061) for the treatment of cancer. The drug candidate was in preclinical stage of development.";Inactive;Innovator;Preclinical;05-Jun-2019;;Targeted Therapy;;
;346853;tizanidine;tizanidine [INN];;Braeburn Inc;Central Nervous System; Muscle Spasticity;Inactive; United States;BB-1216,BB1216,BB 1216,;Subcutaneous;Alpha 2 Adrenergic Receptor (ADRA2);Alpha 2 Adrenergic Receptor (ADRA2) Agonist;Small Molecule;N07XX Other nervous system drugs;;;5-chloro-N-(4, 5-dihydro-1H-imidazol-2-yl)-2, 1, 3-benzothiadiazol-4-amine;C9H8ClN5S;51322-75-9;Tizanidine (BB-1216) was under development for the treatment of muscle spasticity. It is a long acting six-month implant administered by subcutaneous route. The drug candidate acts by targeting alpha-2 adrenergic receptor. It is based on Medlaunch implant platform technology.;Tizanidine acts as an agonist of alpha-2 adrenergic receptors in the central nervous system, thereby inhibiting presynaptic release of nor epinephrine and increasing the inhibitory effect on alpha motor neurons and motor reflexes. Tizanidine exerts some activity at the postsynaptic excitatory amino acid receptors which contribute to the reduction in facilitation of spinal motor neurons. BB-1216 elicits therapeutic effect such as muscle relaxation, reduces spasticity by increasing presynaptic inhibition of motor neurons.;" Braeburn Pharmaceuticals Inc was developing tizanidine (BB-1216) for the treatment of muscle spasticity. As of December 2016, the drug candidate was in preclinical stage of development.Company was planning to file the drug through 505(b) (2) regulatory pathway.; In 2012, Braeburn Pharmaceuticals Bvba Spr filed a patent [US 13/659,420] entitled “Implantable tizanidine compositions and methods of treatment thereof”. The invention relates to a method of treating the symptoms of spasticity comprises implanting a reservoir-based drug delivery composition into a subject to systemically deliver a therapeutically effective amount of tizanidine to the subject for a long period of time (e.g., one month or one year). The drug delivery composition may include a rate-controlling excipient, defining a reservoir containing at least one discrete solid dosage form (one or more pellets), which includes tizanidine free base and optionally, a sorption enhancer.; In November 2014, Braeburn Pharmaceuticals entered into an asset purchase agreement with Endo Pharmaceuticals Inc or the Endo Purchase Agreement and acquired Medlaunch for 1.2 million dollars. Under the terms of agreement, Braeburn Pharmaceuticals acquired global rights to BB0817 and BB1216 along with issued patents and pending patent applications covering all Medlaunch applications.In October 2014, Braeburn Pharmaceuticals entered into an agreement with FX Therapeutics, Inc., under which Braeburn Pharmaceuticals paid 8 million dollars and acquired all right, title and interest in an option agreement, or the Option Agreement, which granted an option, or the Option, to purchase certain assets from Endo Pharmaceuticals, Inc., relating to the Medlaunch Implant Program, or Medlaunch, under an asset purchase agreement. Medlaunch is a platform implant technology that encloses a drug substance within a sealed, cylindrical polymer membrane made of Tecoflex EG-80A, which controls the rate of release of a drug substance through the polymer membrane.";Inactive;Innovator;Preclinical;30-Dec-2016;;;NDA-505(b)(2);
;12736;UNBS-1070;;;Unibioscreen SA;Oncology;" Glioblastoma Multiforme (GBM); Liver Cancer; Lymphoma";Inactive; Global;UNB-S1070,UNBS 1070,UNBS1070,UNBS1070 Program,UNBS-3976,UNBS3976,UNBS 3976,;Subcutaneous;Galectin 1 (14 kDa Laminin Binding Protein or 14 kDa Lectin or Beta Galactoside Binding Lectin L 14 I or Galaptin or HBL or HPL or Lactose Binding Lectin 1 or Lectin Galactoside Binding Soluble 1 or Putative MAPK Activating Protein PM12 or S Lac Lectin 1 or LGALS1);Galectin 1 (14 kDa Laminin Binding Protein or 14 kDa Lectin or Beta Galactoside Binding Lectin L 14 I or Galaptin or HBL or HPL or Lactose Binding Lectin 1 or Lectin Galactoside Binding Soluble 1 or Putative MAPK Activating Protein PM12 or S Lac Lectin 1 or LGALS1) Inhibitor;Small Molecule;L01XX Other antineoplastic agents;Immune System Modulator;;;;;UNBS1070 (UNBS-1070) was under development for the treatment of lymphoma, liver cancer and glioblastoma multiforme. The drug candidate targets galectin-1. Galectin-1 is involved in modulating cell-cell and cellmatrix interactions. The drug candidate weakens the defences of tumor cells against the attacks of the immune system. The drug candidate is an anti-migratory compounds related to original steroid (UNBS279) identified in a marine sponge from the Oman Sea. It might also restore sensitivity to apoptosis in apoptosis-resistant migrating cancer cells.;UNBS1070 (UNBS-1070) is a galectin-1 inhibitor. Galectin-1 plays a pivotal role in the cell migration processes of a range of cancers. The blocking galectin-1 in tumor cells might block adhesion and cause a decrease in the levels of migration of cancer cells and therefore delay the formation of metastases, restore sensitivity to apoptosis in apoptosis-resistant migrating cancer cells, and help activated T-cells to efficiently combat tumor cells. Tumor cells secrete certain types of galectins to kill activated T cells that attack them. The drug candidate weakens the defenses of tumor cells against the attacks of the immune system.;" Anti-migratory effects of UNBS3976 have been demonstrated in vivo in a mouse subcutaneous lymphoma model metastasizing to the liver and in a human orthotopic glioblastoma xenograft.UNBS3976 displays synergistic effects with cisplatin.; UNBS1070 family was covered by two patents, of which the dates of international publication were July 1, 2004, and June 30, 2005, respectively. As of 2007, Unibioscreen considered to partner the UNBS1070 R&D program with a biotech company or a pharmaceutical industry involved in activated T-cell-based immunotherapy.; Unibioscreen S.A. was engaged in the development of UNBS-1070 for the treatment of lymphoma, liver cancer, and glioblastoma multiforme (GBM). As of January 2007, the drug candidate was in pre-clinical stage of development.";Inactive;Innovator;Preclinical;07-Jan-2009;;Targeted Therapy;;"Liver Cancer; Glioblastoma Multiforme (GBM)"
;298446;VRP-008;;;Venus Medicine Research Center;Infectious Disease; Bacterial Infections;Inactive; Global;VRP008, VRP 008, AAE,Novel Aminoglycoside,;Intravenous;Penicillin Binding Protein (PBP);Penicillin Binding Protein (PBP) Inhibitor;Small Molecule;"J01DH Carbapenems; J01GB Other aminoglycosides";;Second Line Therapy;;;;VRP-008 was under development for the treatment of multi-drug resistant bacterial infections. The drug candidate was a combination of carbapenem with aminoglycoside. It was administered by intravenous route.;Carbapenem in combination with aminoglycoside exhibits anti-infective properties. Carbapenems exhibit bacteriocidal activity. Carbapenems act by binding to penicillin-binding proteins (PBPs), thus inhibiting bacterial cell wall synthesis. Bacterial cell wall synthesis is essential for growth, cell division and maintaining the cellular structure in bacteria. Aminoglycosides cross bacterial cell membrane and reaches membrane associated bacterial ribosome by which they interfere with protein synthesis.;" In June 2014, Venus Medicine Research Center (VMRC) received patent grant for a novel antibiotic VRP008 consisting of a carbapenem and a novel aminoglycoside (NCE entity) from EPO. VMRC is engaged in research of VRP-008 from the past 8 years. The product is designed for mixed multi-drug infections for pediatric, geriatric and adult immunocompromised patients.; Product has undergone for preclinical studies such as acute toxicity, sub acute toxicity, intravenous, para venous toxicities as per OECD guidelines. Stringent stability studies on all four zone conditions including reconstitution stability have been carried out.; Venus Medicine Research Center (a subsidiary of Venus Remedies Limited) was developing VRP-008 for the treatment of multi-drug resistant bacterial infections. The drug candidate was in preclinical stage of development.";Inactive;Innovator;Preclinical;05-Dec-2017;;;;
;13328;VRS-808;;;Aravive Inc;Metabolic Disorders; Hypoglycemia;Inactive; Global;VRS808,VRS 808,Glucagon-rPEG,;Parenteral;Glucagon Receptor (GL R or GCGR);Glucagon Receptor (GL R or GCGR) Agonist;Small Molecule;V03AH Drugs for treatment of hypoglycemia;;;;;;VRS-808 was under development for the treatment of nocturnal hypoglycemia in type 1 diabetics. The drug candidate is administered by parenteral route. It is a stable liquid small volume injection (27-30 G needle) administered with autoinjector. The drug candidate is based on a half-life extension recombinant PEGylation (rPEG) technology called XTEN technology.;VRS-808 is an extended half-life glucagon construct that contains a long unstructured tail of hydrophilic amino acids. Glucagon binds to the glucagon receptor, a G protein-coupled receptor, located in the plasma membrane. The conformation change in the receptor activates G proteins and when the G protein interacts with the receptor, it undergoes a conformational change that results in the replacement of the GDP molecule that was bound to the alpha subunit with a GTP molecule. A glucagon construct that enables a single dose to maintain basal glucose levels during sleep while minimizing the chance for long term changes in hemoglobin A1c may preventing hypoglycemia and exhibit therapeutic intervention by checking the disease progression.    ;" &lt;p&gt;Aravive, Inc announced the pricing of its previously announced underwritten public offering of 3,333,334 shares of its common stock at a public offering price of USD 7.50 per share.&nbsp; Aravive expects to receive gross proceeds of approximately USD 25 million, before deducting underwriting discounts and commissions and other estimated offering expenses payable by Aravive. In connection with this offering, Aravive has granted the underwriters a 30-day option to purchase up to 500,000 additional shares of common stock at the public offering price. All of the shares are being offered by Aravive. The offering is expected to close on or about December 2, 2019, subject to the satisfaction of customary closing conditions. Aravive intends to use the net proceeds from this offering primarily for research, development and manufacturing of product candidates, and for other general corporate purposes including, acquiring, license or investing in complementary businesses, technologies, product candidates or other intellectual property.&lt;/p&gt;; &lt;p&gt;Aravive, Inc reported that the company has entered into an equity distribution agreement relating to shares of common stock , to raise aggregate gross proceeds of up to USD20.25 million. The company intends to use the proceeds for research, development and manufacturing of product candidates, and for other general corporate purposes including, to acquire, license or invest in complementary businesses, technologies, product candidates or other intellectual property.&lt;/p&gt;; Aravive Biologics, Inc. and Versartis, Inc. announced that the merger of the two companies has closed following Versartis stockholder approval on October 5, 2018. Beginning on October 16, 2018, the combined company will operate as Aravive, Inc. Concurrent with the close of the merger, the combined company, Aravive, Inc., announced a 1-for-6 reverse split of its common shares. The reverse split will be effective upon opening of trading on October 16, 2018. When the reverse split becomes effective, every 6 shares of issued and outstanding “ARAV” common stock will be combined into 1 issued and outstanding share of common stock with no changes to the par value of the shares. The reverse split will reduce the number of shares of Aravive’s outstanding common stock from approximately 67.1 million to approximately 11.2 million.; Aravive Inc (formerly Versartis, Inc) was engaged in the development of VRS-808 (glucagon-rPEG) for the treatment of nocturnal hypoglycemia in type 1 diabetics. As of June 2009, the drug candidate was in pre-clinical stage of development. Versartis, through a licensing agreement with Amunix, Inc., utilizes its recombinant PEGylation (rPEG) technology to extend the half life of established biologics.In October 2018, Aravive Biologics, Inc. and Versartis, Inc. merged to form Aravive, Inc.On October 15, 2018 Versartis Inc changed its name to Aravive Inc.; Versartis completed pre-clinical development program of VRS-808 indicated for the treatment of nocturnal hypoglycemia in type 1 diabtetics (primary childeren). Preclinical studies completed in rats, dogs, and monkeys. VRS-808 did not have significant toxicology at very high doses in preclinical studies, including a lack of immunogenicity in all studies. The company conducted pharmacokinetics in rats, dogs and monkeys, a proof of concept efficacy in fasting dog model and non-GLP single dose toxicology in rats.; Versartis Inc entered into a merger agreement with Aravive Biologics, Inc. to form a clinical stage, Nasdaq-listed company, based in Houston, Texas, focused on the development of innovative oncology therapeutics. Aravive Biologics is a privately held clinical-stage biopharmaceutical company developing novel, highly selective therapies designed to treat serious cancers and certain fibrotic diseases. Under this merger agreement, Aravive will merge with a wholly owned subsidiary of Versartis in an all-stock transaction. Following the proposed merger, Versartis and Aravive equity holders are each expected to own approximately 50 per cent of the combined company. The transaction is expected to close during the second half of 2018, subject to approval by the stockholders of both companies and the satisfaction or waiver of other customary closing conditions.";Inactive;Innovator;Preclinical;05-Jun-2009;;;;
;307897;VT-1607;;;Mycovia Pharmaceuticals Inc;Infectious Disease; Fungal Infections;Inactive; Global;VT1607, VT 1607, VT-1598 Analogue,;"Intravenous; Oral";Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154);Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154) Inhibitor;Small Molecule;J02A ANTIMYCOTICS FOR SYSTEMIC USE;;;;;;VT-1607 was under development for the treatment of invasive fungal infections. It is administered through oral and intravenous route. The drug candidate is a VT-1598 analogue and a small molecule. It targets lanosterol 14-alpha demethylase or CYP51. It is developed based on Metallophile technology platform.;VT-1607 acts as cytochrome P450-dependent sterol 14a-demethylase (cyp51) inhibitor. The drug candidate inhibits cytochrome P450-dependent sterol 14a-demethylase (CYP51) and interrupts the synthesis of ergosterol. Accumulation of intermediate sterols increases the membrane permeability and leakage of cellular contents which leads to the inhibition of fungal growth.;" In March 2015, Viamet Pharmaceuticals, Inc. filed a patent with application (PCT/US2015/021511) entitled “Antifungal compound process”. The invention relates to preparing compound 1 that is useful as an antifungal agent. In particular, the invention seeks to provide new methodology for preparing compound 1 and substituted derivatives thereof.In October 2014, Viamet Pharmaceuticals Holdings, announced the closing of a USD 60 million Series D financing provided by Brandon Point Industries Limited (Brandon Point) working with Woodford investment management.In July 2009, Viamet Pharmaceuticals, Inc. announced that it has secured USD18 million in a Series B financing to accelerate the development of its novel metalloenzyme inhibitors and to advance its Metallophile technology platform.; Mycovia Pharmaceuticals Inc (formerly known as Viamet Pharmaceuticals Inc) was engaged in the development of VT-1607 for the treatment of invasive fungal infections. As of June 2014, The drug candidate was in preclinical stage of development.; Viamet Pharmaceuticals, Inc. announced that it has entered into an agreement with NovaQuest Capital Management, L.L.C. for the acquisition of Viamet Pharmaceuticals, including the company’s product candidate, VT-1161. Upon completion of the acquisition, Viamet Pharma will be a portfolio company of NovaQuest Capital, which will focus on further development of VT-1161 and related assets. The transction enables NovaQuest Capital to advance the clinical development of VT-1161 for the treatment of RVVC and Onychomycosis.; Viamet Pharmaceuticals, Inc. reported that VT-1598 and its analogues are in preclinical development with a goal to identify the optimal candidate to advance in development as an oral and intravenous therapy for treatment of invasive fungal infections. Company also included that both in vitro and in vivo preclinical studies were carried against Candida albicans, Aspergillus fumigatus and Coccidioides immitis, the causative organism of valley fever.";Inactive;Innovator;Preclinical;30-Jun-2014;;;;
;307903;VT-1654;;;Mycovia Pharmaceuticals Inc;Infectious Disease; Fungal Infections;Inactive; Global;VT1654, VT 1654, VT-1598 Analogue,;"Intravenous; Oral";Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154);Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154) Inhibitor;Small Molecule;J02A ANTIMYCOTICS FOR SYSTEMIC USE;;;;;;VT- 1654 was under development for the treatment of invasive fungal infections. It is administered through oral and intravenous route. The drug candidate is a VT-1598 analogue and a small molecule. It acts by targeting lanosterol 14-alpha demethylase or CYP51. It is developed based on Metallophile technology platform.;VT-1654 acts as cytochrome p450-dependent sterol 14a-demethylase (cyp51) inhibitor. The drug candidate inhibits cytochrome P450-dependent sterol 14a-demethylase (CYP51) and interrupts the synthesis of ergosterol. Accumulation of intermediate sterols increases the membrane permeability and leakage of cellular contents which leads to the inhibition of fungal growth.;" In March 2015, Viamet Pharmaceuticals, Inc. filed a patent with application (PCT/US2015/021511) entitled “Antifungal compound process”. The invention relates to preparing compound 1 that is useful as an antifungal agent. In particular, the invention seeks to provide new methodology for preparing compound 1 and substituted derivatives thereof.In October 2014, Viamet Pharmaceuticals Holdings, announced the closing of a USD 60 million Series D financing provided by Brandon Point Industries Limited (Brandon Point) working with Woodford investment management.In July 2009, Viamet Pharmaceuticals, Inc. announced that it has secured USD18 million in a Series B financing to accelerate the development of its novel metalloenzyme inhibitors and to advance its Metallophile technology platform.; Mycovia Pharmaceuticals Inc (formerly known as Viamet Pharmaceuticals Inc) was engaged in the development of VT-1654 for the treatment of invasive fungal infections. As of June 2014, The drug candidate was in preclinical stage of development.; Viamet Pharmaceuticals, Inc. announced that it has entered into an agreement with NovaQuest Capital Management, L.L.C. for the acquisition of Viamet Pharmaceuticals, including the company’s product candidate, VT-1161. Upon completion of the acquisition, Viamet Pharma will be a portfolio company of NovaQuest Capital, which will focus on further development of VT-1161 and related assets. The transction enables NovaQuest Capital to advance the clinical development of VT-1161 for the treatment of RVVC and Onychomycosis.; Viamet Pharmaceuticals, Inc. reported that VT-1598 and its analogues are in preclinical development, with a goal to identify the optimal candidate to advance in development as an oral and intravenous therapy for treatment of invasive fungal infections. Company also included that both in vitro and in vivo preclinical studies were carried out against Candida albicans, Aspergillus fumigatus and Coccidioides immitis, the causative organism of valley fever.";Inactive;Innovator;Preclinical;30-Jun-2014;;;;
;307906;VT-1658;;;Mycovia Pharmaceuticals Inc;Infectious Disease; Fungal Infections;Inactive; Global;VT1658, VT 1658, VT-1598 Analogue,;"Intravenous; Oral";Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154);Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154) Inhibitor;Small Molecule;J02A ANTIMYCOTICS FOR SYSTEMIC USE;;;;;;VT-1658 was under development for the treatment of invasive fungal infections. It is administered through oral and intravenous route. The drug candidate is a VT-1598 analogue. It acts by targeting lanosterol 14-alpha demethylase or CYP51. It is developed based on Metallophile technology platform.;VT-1658 acts as cytochrome P450-dependent sterol 14a-demethylase (cyp51) inhibitor. The drug candidate inhibits cytochrome P450-dependent sterol 14a-demethylase (CYP51) and interrupts the synthesis of ergosterol. Accumulation of intermediate sterols increases the membrane permeability and leakage of cellular contents which leads to the inhibition of fungal growth.;" Company reported that VT-1598 and its analogues are in preclinical development with a goal to identify the optimal candidate to advance in development as an oral and intravenous therapy for treatment of invasive fungal infections. Company also included that both in vitro and in vivo preclinical studies were carried against Candida albicans, Aspergillus fumigatus and Coccidioides immitis, the causative organism of valley fever.; In March 2015, Viamet Pharmaceuticals, Inc. filed a patent with application (PCT/US2015/021511) entitled “Antifungal compound process”. The invention relates to preparing compound 1 that is useful as an antifungal agent.In October 2014, Viamet Pharmaceuticals Holdings, announced the closing of a USD 60 million Series D financing provided by Brandon Point Industries Limited (Brandon Point) working with Woodford investment management.In July 2009, Viamet Pharmaceuticals, Inc. announced that it has secured USD18 million in a Series B financing to accelerate the development of its novel metalloenzyme inhibitors and to advance its Metallophile technology platform.; Mycovia Pharmaceuticals Inc (formerly known as Viamet Pharmaceuticals Inc) was engaged in the development of VT-1658 for the treatment of invasive fungal infections. As of June 2014, the drug candidate was in preclinical stage of development.; Viamet Pharmaceuticals, Inc. announced that it has entered into an agreement with NovaQuest Capital Management, L.L.C. for the acquisition of Viamet Pharmaceuticals, including the company’s product candidate, VT-1161. Upon completion of the acquisition, Viamet Pharma will be a portfolio company of NovaQuest Capital, which will focus on further development of VT-1161 and related assets. The transction enables NovaQuest Capital to advance the clinical development of VT-1161 for the treatment of RVVC and Onychomycosis.";Inactive;Innovator;Preclinical;30-Jun-2014;;;;
;307908;VT-1669;;;Mycovia Pharmaceuticals Inc;Infectious Disease; Fungal Infections;Inactive; Global;VT1669, VT 1669, VT-1598 Analogue,;"Intravenous; Oral";Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154);Lanosterol 14 Alpha Demethylase (Sterol 14 Alpha Demethylase or Cytochrome P450 14DM or Cytochrome P450LI or Cytochrome P450 51A1 or CYPLI or CYP51A1 or EC 1.14.14.154) Inhibitor;Small Molecule;J02A ANTIMYCOTICS FOR SYSTEMIC USE;;;;;;VT-1669 was under development for the treatment of invasive fungal infections. It is administered through oral and intravenous route. The drug candidate is a VT-1598 analogue. It acts by targeting lanosterol 14-alpha demethylase or CYP51. It is developed based on Metallophile technology platform.;VT-1669 acts as cytochrome P450-dependent sterol 14a-demethylase (cyp51) inhibitor. The drug candidate inhibits cytochrome P450-dependent sterol 14a-demethylase (CYP51) and interrupts the synthesis of ergosterol. Accumulation of intermediate sterols increases the membrane permeability and leakage of cellular contents which leads to the inhibition of fungal growth.;" Company reported that reported that VT-1598 and its analogues are in preclinical development with a goal to identify the optimal candidate to advance in development as an oral and intravenous therapy for treatment of invasive fungal infections. Company also included that both in vitro and in vivo preclinical studies were carried against Candida albicans, Aspergillus fumigatus and Coccidioides immitis, the causative organism of valley fever.; In March 2015, Viamet Pharmaceuticals, Inc. filed a patent with application (PCT/US2015/021511) entitled “Antifungal compound process”. The invention relates to preparing compound 1 that is useful as an antifungal agent.In October 2014, Viamet Pharmaceuticals Holdings, announced the closing of a USD 60 million Series D financing provided by Brandon Point Industries Limited (Brandon Point) working with Woodford investment management.In July 2009, Viamet Pharmaceuticals, Inc. announced that it has secured USD18 million in a Series B financing to accelerate the development of its novel metalloenzyme inhibitors and to advance its Metallophile technology platform.; Mycovia Pharmaceuticals Inc (formerly known as Viamet Pharmaceuticals Inc) was engaged in the development of VT-1669 for the treatment of invasive fungal infections. As of June 2014, The drug candidate was in preclinical stage of development.; Viamet Pharmaceuticals, Inc. announced that it has entered into an agreement with NovaQuest Capital Management, L.L.C. for the acquisition of Viamet Pharmaceuticals, including the company’s product candidate, VT-1161. Upon completion of the acquisition, Viamet Pharma will be a portfolio company of NovaQuest Capital, which will focus on further development of VT-1161 and related assets. The transction enables NovaQuest Capital to advance the clinical development of VT-1161 for the treatment of RVVC and Onychomycosis.";Inactive;Innovator;Preclinical;30-Jun-2014;;;;
